Num_G_nodes, Avg_time, Max_cost, Avg_cost, Netx_avg_cost, Percent_MIS, Density
68,2.9617207527160643,25.0,25.0,21.8,1.0,0.1
69,3.0685733795166015,26.0,26.0,20.2,1.0,0.1
70,2.9377432346343992,24.0,24.0,19.4,1.0,0.1
71,3.0063331604003904,25.0,25.0,21.8,1.0,0.1
72,3.137109899520874,25.0,25.0,20.6,1.0,0.1
73,3.0647228717803956,25.0,25.0,20.8,1.0,0.1
74,3.3319464206695555,27.0,27.0,20.4,1.0,0.1
75,3.301766777038574,26.0,25.8,20.0,1.0,0.1
76,3.2886208057403565,27.0,27.0,20.0,1.0,0.1
77,3.3267060279846192,26.0,25.8,21.2,1.0,0.1
78,3.3831497192382813,29.0,28.8,22.8,1.0,0.1
79,3.409607172012329,28.0,28.0,21.0,1.0,0.1
80,3.4219635486602784,27.0,27.0,20.6,1.0,0.1
81,3.4773455619812013,28.0,28.0,22.0,1.0,0.1
82,3.553147792816162,29.0,29.0,21.8,1.0,0.1
83,3.4969027996063233,28.0,27.4,21.6,1.0,0.1
84,3.5060420513153074,27.0,27.0,21.4,1.0,0.1
85,3.639866065979004,30.0,30.0,24.0,1.0,0.1
86,3.5172605991363524,28.0,28.0,21.0,1.0,0.1
87,3.595109748840332,29.0,28.8,24.2,1.0,0.1
88,3.7407187938690187,30.0,29.2,21.2,1.0,0.1
89,3.6720901489257813,29.0,28.6,21.8,1.0,0.1
90,3.742358684539795,29.0,28.4,22.4,1.0,0.1
91,3.787569761276245,31.0,30.6,24.4,1.0,0.1
92,3.8534353256225584,30.0,29.2,23.4,1.0,0.1
93,3.7948092937469484,29.0,29.0,21.6,1.0,0.1
94,3.9278172492980956,30.0,30.0,23.4,1.0,0.1
95,3.990149450302124,31.0,31.0,22.6,1.0,0.1
96,4.090131998062134,32.0,31.8,23.6,1.0,0.1
97,4.090844011306762,31.0,30.2,22.0,1.0,0.1
98,4.067367649078369,32.0,32.0,23.8,1.0,0.1
99,4.135243225097656,30.0,29.4,21.4,1.0,0.1
100,3.960997772216797,30.0,29.2,23.6,1.0,0.1
101,4.174615669250488,34.0,33.6,24.2,1.0,0.1
102,4.0766082286834715,29.0,28.4,23.0,1.0,0.1
103,4.121562814712524,32.0,31.6,24.6,1.0,0.1
104,4.288597488403321,32.0,31.2,24.4,1.0,0.1
105,4.155092048645019,31.0,30.6,23.4,1.0,0.1
106,4.225078105926514,30.0,30.0,23.2,1.0,0.1
107,4.360056829452515,32.0,30.8,22.8,1.0,0.1
108,4.291699504852295,31.0,30.6,24.4,1.0,0.1
109,4.357071113586426,32.0,31.2,25.0,1.0,0.1
110,4.33818678855896,31.0,30.8,24.6,1.0,0.1
111,4.388055753707886,31.0,30.2,23.8,1.0,0.1
112,4.4507513523101805,33.0,32.4,23.4,1.0,0.1
113,4.603942823410034,32.0,31.4,26.4,1.0,0.1
114,4.52683744430542,34.0,32.2,24.8,1.0,0.1
115,4.627533864974976,32.0,31.6,25.0,1.0,0.1
116,4.875757837295533,35.0,34.6,25.6,1.0,0.1
117,4.6942458152771,33.0,31.6,25.6,1.0,0.1
118,4.666333961486816,32.0,31.4,24.8,1.0,0.1
119,4.693182802200317,33.0,33.0,24.8,1.0,0.1
120,4.772644567489624,33.0,32.2,25.8,1.0,0.1
121,4.822293853759765,33.0,32.2,25.2,1.0,0.1
122,4.933578681945801,34.0,33.0,24.6,1.0,0.1
123,4.841479396820068,35.0,33.6,26.2,1.0,0.1
124,4.803750896453858,32.0,32.0,24.8,1.0,0.1
125,5.329203653335571,35.0,35.0,26.0,1.0,0.1
126,5.053533267974854,35.0,33.6,26.0,1.0,0.1
127,5.0235076427459715,34.0,33.4,24.4,1.0,0.1
128,5.204946565628052,34.0,33.4,25.2,1.0,0.1
129,5.189709758758545,34.0,33.6,27.4,1.0,0.1
130,5.208908176422119,34.0,33.4,26.8,1.0,0.1
131,5.246333599090576,34.0,33.8,25.0,1.0,0.1
132,5.386136722564697,35.0,33.0,25.8,1.0,0.1
133,5.371912431716919,35.0,34.0,25.0,1.0,0.1
134,5.542112588882446,36.0,35.0,24.4,1.0,0.1
135,5.614965724945068,36.0,35.2,25.4,1.0,0.1
136,5.547051811218262,35.0,34.0,26.4,1.0,0.1
137,5.67162938117981,34.0,33.4,26.0,1.0,0.1
138,5.664775753021241,33.0,32.6,26.6,1.0,0.1
139,5.636601209640503,35.0,34.2,27.2,1.0,0.1
140,5.93050856590271,38.0,37.6,26.6,1.0,0.1
141,5.6483087062835695,36.0,35.0,26.0,1.0,0.1
142,5.944416046142578,35.0,35.0,25.4,1.0,0.1
143,5.935464525222779,37.0,35.6,28.6,1.0,0.1
144,5.919362878799438,35.0,34.4,25.2,1.0,0.1
145,5.944309282302856,35.0,34.4,27.2,1.0,0.1
146,5.953322982788086,35.0,34.2,27.0,1.0,0.1
147,6.126649188995361,37.0,36.2,26.0,1.0,0.1
148,6.056289529800415,37.0,36.2,26.8,1.0,0.1
149,5.993288326263428,37.0,36.2,25.8,1.0,0.1
150,6.0085054397583,37.0,36.2,28.0,1.0,0.1
151,6.112572813034058,37.0,35.2,26.0,1.0,0.1
152,6.1881309986114506,36.0,35.4,27.6,1.0,0.1
153,6.2696350574493405,36.0,35.0,27.0,1.0,0.1
154,6.241215658187866,36.0,35.6,25.4,1.0,0.1
155,6.366332340240478,38.0,36.8,26.8,1.0,0.1
156,6.497889566421509,37.0,35.2,28.2,1.0,0.1
157,6.600182056427002,38.0,37.2,27.6,1.0,0.1
158,6.477359390258789,36.0,35.2,28.2,1.0,0.1
159,6.508834791183472,38.0,37.0,26.8,1.0,0.1
160,6.757150554656983,37.0,36.4,27.2,1.0,0.1
161,6.624552583694458,37.0,36.6,28.2,1.0,0.1
162,6.67351222038269,36.0,35.6,29.0,1.0,0.1
163,6.635743522644043,36.0,35.4,28.8,1.0,0.1
164,6.565762758255005,36.0,35.0,25.8,1.0,0.1
165,6.839403104782105,36.0,35.8,27.0,1.0,0.1
166,6.982510995864868,39.0,37.6,27.4,1.0,0.1
167,6.808141040802002,36.0,35.0,27.0,1.0,0.1
168,6.919074678421021,39.0,37.2,30.4,1.0,0.1
169,7.237342119216919,40.0,38.0,27.2,1.0,0.1
170,7.164300632476807,40.0,39.0,28.8,1.0,0.1
171,7.186308431625366,38.0,36.4,27.6,1.0,0.1
172,7.02367091178894,38.0,36.4,26.6,1.0,0.1
173,7.2352707862854,39.0,37.8,28.6,1.0,0.1
174,7.193616342544556,37.0,37.0,29.0,1.0,0.1
175,7.159985208511353,38.0,36.8,28.8,1.0,0.1
176,7.189215612411499,39.0,37.2,29.0,1.0,0.1
177,7.318849277496338,38.0,37.0,28.6,1.0,0.1
178,7.563474416732788,39.0,37.8,28.6,1.0,0.1
179,7.5082659244537355,39.0,38.6,27.0,1.0,0.1
180,7.301756191253662,37.0,36.4,27.4,1.0,0.1
181,7.652016019821167,37.0,36.6,28.6,1.0,0.1
182,7.491643953323364,39.0,38.2,29.4,1.0,0.1
183,7.668049669265747,39.0,37.8,28.0,1.0,0.1
184,7.794175243377685,41.0,39.8,29.4,1.0,0.1
185,7.8485620498657225,39.0,38.2,27.8,1.0,0.1
186,7.853468799591065,38.0,37.6,29.2,1.0,0.1
187,7.964126396179199,39.0,38.2,30.0,1.0,0.1
188,7.939300775527954,39.0,38.2,29.6,1.0,0.1
189,8.10439600944519,39.0,38.4,28.6,1.0,0.1
190,7.9060547828674315,38.0,36.4,28.4,1.0,0.1
191,7.822545003890991,41.0,39.4,27.4,1.0,0.1
192,8.031096982955933,42.0,39.8,30.0,1.0,0.1
193,8.106083917617799,41.0,38.0,29.4,1.0,0.1
194,8.222604894638062,39.0,38.6,29.4,1.0,0.1
195,8.251029443740844,39.0,38.0,30.6,1.0,0.1
196,8.619741249084473,43.0,41.6,30.2,1.0,0.1
197,8.528525114059448,40.0,38.8,29.2,1.0,0.1
198,8.45649151802063,40.0,38.6,28.8,1.0,0.1
199,8.294892120361329,40.0,38.2,29.4,1.0,0.1
15,1.3525920391082764,3.0,3.0,2.6,1.0,0.7
16,1.47229962348938,4.0,4.0,2.8,1.0,0.7
17,1.5454886436462403,4.0,4.0,2.6,1.0,0.7
18,1.4586883068084717,3.0,3.0,3.0,1.0,0.7
19,1.51892032623291,3.0,3.0,2.8,1.0,0.7
20,1.548301601409912,4.0,4.0,3.0,1.0,0.7
21,1.5734303951263429,4.0,4.0,3.0,1.0,0.7
22,1.5746574878692627,4.0,4.0,3.0,1.0,0.7
23,1.6368623733520509,4.0,4.0,2.4,1.0,0.7
24,1.7219541549682618,4.0,4.0,3.0,1.0,0.7
25,1.6995981216430665,4.0,4.0,3.0,1.0,0.7
26,1.8442649841308594,5.0,5.0,3.2,1.0,0.7
27,1.7672726154327392,4.0,4.0,2.8,1.0,0.7
28,1.813908576965332,4.0,4.0,3.2,1.0,0.7
29,1.7867226123809814,4.0,4.0,2.8,1.0,0.7
30,1.9056264877319335,4.0,4.0,3.0,1.0,0.7
31,1.9397881031036377,4.0,4.0,3.0,1.0,0.7
32,2.2691291332244874,6.0,6.0,3.2,1.0,0.7
33,2.028920125961304,4.0,4.0,3.4,1.0,0.7
34,2.1048964500427245,4.0,4.0,3.0,1.0,0.7
35,2.060479211807251,4.0,4.0,3.2,1.0,0.7
36,2.2068897247314454,5.0,5.0,3.6,1.0,0.7
37,2.257592868804932,5.0,5.0,4.0,1.0,0.7
38,2.282222270965576,5.0,5.0,3.0,1.0,0.7
39,2.229011344909668,5.0,5.0,3.4,1.0,0.7
40,2.132419300079346,4.0,4.0,3.2,1.0,0.7
41,2.4066060066223143,5.0,5.0,3.4,1.0,0.7
42,2.362257242202759,5.0,5.0,3.0,1.0,0.7
43,2.3896312713623047,5.0,5.0,4.0,1.0,0.7
44,2.505189609527588,5.0,5.0,4.0,1.0,0.7
45,2.4400349617004395,5.0,5.0,3.4,1.0,0.7
46,2.5020933628082274,5.0,5.0,3.8,1.0,0.7
47,2.4452961921691894,5.0,5.0,3.2,1.0,0.7
48,2.5561371803283692,5.0,5.0,3.6,1.0,0.7
49,2.5868722438812255,5.0,5.0,3.4,1.0,0.7
50,2.7880677223205566,6.0,6.0,4.0,1.0,0.7
51,2.8332901000976562,6.0,6.0,3.8,1.0,0.7
52,2.644133186340332,5.0,5.0,3.8,1.0,0.7
53,2.6878796100616453,5.0,5.0,4.0,1.0,0.7
54,2.800460433959961,6.0,6.0,3.8,1.0,0.7
55,2.8002065658569335,5.0,5.0,3.4,1.0,0.7
56,2.758649396896362,5.0,5.0,3.6,1.0,0.7
57,3.0072437286376954,6.0,6.0,3.8,1.0,0.7
58,2.8529304027557374,5.0,5.0,4.0,1.0,0.7
59,2.9328897476196287,6.0,6.0,3.8,1.0,0.7
60,2.891229009628296,5.0,5.0,3.8,1.0,0.7
61,2.987205410003662,5.0,5.0,3.6,1.0,0.7
62,2.955859327316284,6.0,6.0,3.6,1.0,0.7
63,2.936902379989624,5.0,5.0,3.8,1.0,0.7
64,3.2273311614990234,6.0,6.0,4.0,1.0,0.7
65,3.1603625297546385,5.0,5.0,3.6,1.0,0.7
66,3.3103950023651123,6.0,6.0,4.2,1.0,0.7
67,3.3142344474792482,6.0,6.0,4.0,1.0,0.7
68,3.3218470573425294,6.0,6.0,4.0,1.0,0.7
69,3.356411647796631,6.0,6.0,4.2,1.0,0.7
70,3.3062132358551026,6.0,6.0,3.8,1.0,0.7
71,3.368948459625244,6.0,6.0,4.0,1.0,0.7
72,3.4116244316101074,5.0,5.0,4.8,1.0,0.7
73,3.4302626609802247,6.0,6.0,4.0,1.0,0.7
74,3.531324052810669,6.0,6.0,3.2,1.0,0.7
75,3.582976818084717,6.0,6.0,4.6,1.0,0.7
76,3.539171838760376,6.0,6.0,4.0,1.0,0.7
77,3.491074466705322,5.0,5.0,4.0,1.0,0.7
78,3.47996563911438,6.0,6.0,3.8,1.0,0.7
79,3.675686264038086,6.0,6.0,3.8,1.0,0.7
80,3.7109994888305664,6.0,6.0,4.6,1.0,0.7
81,3.5363082885742188,6.0,6.0,3.8,1.0,0.7
82,4.329630565643311,7.0,7.0,4.0,1.0,0.7
83,3.7683934688568117,6.0,6.0,3.6,1.0,0.7
84,3.960485601425171,6.0,6.0,4.6,1.0,0.7
85,3.689361238479614,6.0,6.0,4.4,1.0,0.7
86,3.7459624290466307,6.0,5.8,4.4,1.0,0.7
87,3.746400785446167,6.0,6.0,4.2,1.0,0.7
88,3.8526095390319823,6.0,6.0,5.0,1.0,0.7
89,4.065425205230713,6.0,6.0,4.0,1.0,0.7
90,3.850837469100952,6.0,6.0,4.0,1.0,0.7
91,4.19477219581604,6.0,6.0,4.4,1.0,0.7
92,4.165775632858276,6.0,6.0,4.6,1.0,0.7
93,4.142969465255737,6.0,6.0,3.8,1.0,0.7
94,4.367014026641845,6.0,6.0,4.2,1.0,0.7
95,4.1767096519470215,6.0,6.0,4.2,1.0,0.7
96,4.373259544372559,6.0,6.0,4.0,1.0,0.7
97,4.292181873321534,6.0,6.0,4.0,1.0,0.7
98,4.091126823425293,6.0,6.0,4.0,1.0,0.7
99,4.302410745620728,6.0,6.0,3.6,1.0,0.7
100,4.3772612571716305,6.0,6.0,4.6,1.0,0.7
101,4.314142799377441,6.0,6.0,4.0,1.0,0.7
102,4.383604383468628,6.0,6.0,4.0,1.0,0.7
103,4.565043830871582,7.0,6.8,4.4,1.0,0.7
104,4.697669839859008,6.0,6.0,4.0,1.0,0.7
105,4.380250644683838,6.0,6.0,4.0,1.0,0.7
106,4.602301216125488,6.0,6.0,4.4,1.0,0.7
107,4.486345434188843,6.0,6.0,4.0,1.0,0.7
108,4.478508853912354,6.0,6.0,4.0,1.0,0.7
109,4.851174831390381,6.0,6.0,4.0,1.0,0.7
110,5.007591915130615,6.0,6.0,3.6,1.0,0.7
111,4.812438917160034,6.0,6.0,4.6,1.0,0.7
112,4.95527720451355,6.0,6.0,4.0,1.0,0.7
113,4.75739426612854,7.0,6.8,4.0,1.0,0.7
114,5.021560859680176,6.0,6.0,4.4,1.0,0.7
115,4.9336793422698975,7.0,6.8,4.2,1.0,0.7
116,5.079630374908447,6.0,6.0,4.4,1.0,0.7
117,5.394743633270264,7.0,6.6,4.8,1.0,0.7
118,5.109740400314331,6.0,6.0,5.0,1.0,0.7
119,5.182913970947266,7.0,6.4,4.4,1.0,0.7
120,4.893615245819092,6.0,6.0,4.2,1.0,0.7
121,5.392914581298828,6.0,6.0,4.4,1.0,0.7
122,5.4050421714782715,7.0,6.8,4.0,1.0,0.7
123,5.6281694889068605,7.0,6.8,5.0,1.0,0.7
124,5.281653690338135,6.0,6.0,4.2,1.0,0.7
125,5.398239946365356,6.0,6.0,4.0,1.0,0.7
126,5.36952428817749,6.0,6.0,4.6,1.0,0.7
127,5.540982341766357,6.0,6.0,4.2,1.0,0.7
128,5.494146680831909,6.0,6.0,4.6,1.0,0.7
129,5.46794900894165,7.0,6.8,4.6,1.0,0.7
130,5.968009996414184,7.0,7.0,4.6,1.0,0.7
131,5.874429988861084,7.0,6.8,4.4,1.0,0.7
132,5.962664842605591,8.0,7.4,3.8,1.0,0.7
133,6.079979181289673,7.0,6.8,4.6,1.0,0.7
134,5.747542428970337,6.0,6.0,4.2,1.0,0.7
135,5.61100926399231,7.0,6.8,4.4,1.0,0.7
136,5.93559308052063,7.0,7.0,4.2,1.0,0.7
137,5.914946222305298,7.0,6.2,4.0,1.0,0.7
138,5.918409776687622,6.0,6.0,4.2,1.0,0.7
139,6.1907368183135985,7.0,6.6,4.8,1.0,0.7
140,6.202446031570434,7.0,6.8,4.8,1.0,0.7
141,6.000776243209839,6.0,6.0,4.8,1.0,0.7
142,5.968963479995727,6.0,6.0,4.4,1.0,0.7
143,5.904906368255615,7.0,6.4,4.6,1.0,0.7
144,6.494480609893799,7.0,6.8,4.4,1.0,0.7
145,6.322234773635865,7.0,7.0,4.2,1.0,0.7
146,6.07894606590271,6.0,6.0,4.0,1.0,0.7
147,5.831048822402954,7.0,6.8,4.6,1.0,0.7
148,6.263091373443603,8.0,7.2,5.0,1.0,0.7
149,6.224073362350464,7.0,6.4,4.2,1.0,0.7
150,6.364173460006714,7.0,6.2,4.4,1.0,0.7
151,6.333535957336426,7.0,6.8,4.6,1.0,0.7
152,6.423071050643921,7.0,6.4,4.6,1.0,0.7
153,6.672397232055664,7.0,6.8,4.4,1.0,0.7
154,6.22510256767273,7.0,6.4,5.0,1.0,0.7
155,6.560351610183716,7.0,6.8,4.8,1.0,0.7
156,6.250914573669434,7.0,6.6,4.4,1.0,0.7
157,6.543549823760986,8.0,7.0,5.2,1.0,0.7
158,6.720382738113403,7.0,6.6,5.2,1.0,0.7
159,6.758714866638184,7.0,6.2,4.4,1.0,0.7
160,6.805937957763672,7.0,6.4,4.6,1.0,0.7
161,6.89702672958374,7.0,7.0,4.8,1.0,0.7
162,6.538803386688232,7.0,6.6,4.8,1.0,0.7
163,6.600603818893433,7.0,7.0,4.6,1.0,0.7
164,6.9116175174713135,7.0,7.0,4.8,1.0,0.7
165,6.867648792266846,7.0,6.6,4.6,1.0,0.7
166,6.8168017864227295,7.0,6.8,4.6,1.0,0.7
167,6.746757221221924,7.0,6.8,4.2,1.0,0.7
168,7.034005069732666,6.0,6.0,5.0,1.0,0.7
169,6.812659168243409,7.0,6.4,4.6,1.0,0.7
170,6.991719436645508,7.0,6.4,4.8,1.0,0.7
171,7.065388536453247,7.0,6.4,4.4,1.0,0.7
172,7.0980781555175785,7.0,6.4,4.2,1.0,0.7
173,7.201834392547608,7.0,7.0,5.2,1.0,0.7
174,7.3870655536651615,7.0,7.0,4.8,1.0,0.7
175,7.055246067047119,7.0,6.2,5.0,1.0,0.7
176,7.499311733245849,7.0,6.6,4.6,1.0,0.7
177,7.153120422363282,7.0,6.4,5.0,1.0,0.7
178,7.249540662765503,7.0,7.0,4.4,1.0,0.7
179,7.6583089351654055,7.0,7.0,4.8,1.0,0.7
180,7.433302545547486,7.0,6.4,4.4,1.0,0.7
181,7.2658162117004395,7.0,6.6,4.6,1.0,0.7
182,7.332700872421265,7.0,7.0,4.4,1.0,0.7
183,7.616681337356567,7.0,7.0,4.8,1.0,0.7
184,7.614542627334595,7.0,6.8,4.8,1.0,0.7
185,7.771582221984863,7.0,7.0,5.0,1.0,0.7
186,7.372762537002563,7.0,6.6,4.8,1.0,0.7
187,7.678469133377075,7.0,6.6,5.2,1.0,0.7
188,7.558141422271729,7.0,7.0,4.6,1.0,0.7
189,8.33329005241394,7.0,7.0,5.2,1.0,0.7
190,7.554149580001831,7.0,7.0,5.2,1.0,0.7
191,7.764518451690674,7.0,7.0,4.8,1.0,0.7
192,7.958120679855346,7.0,6.8,5.6,1.0,0.7
193,7.856976127624511,7.0,7.0,4.8,1.0,0.7
194,7.954734754562378,7.0,6.8,5.2,1.0,0.7
195,8.321281099319458,7.0,7.0,4.8,1.0,0.7
196,7.617319869995117,7.0,6.4,5.2,1.0,0.7
197,7.532103252410889,8.0,7.0,4.8,1.0,0.7
198,8.128268241882324,7.0,7.0,4.2,1.0,0.7
199,8.153165769577026,7.0,7.0,4.8,1.0,0.7
