Num_G_nodes, Avg_time, Max_cost, Avg_cost, Netx_avg_cost, Percent_MIS, Density
61,0.2841312408447266,23.0,22.4,17.8,1.0,0.1
62,0.3011436462402344,24.0,23.4,19.2,1.0,0.1
63,0.2967421054840088,26.0,25.6,19.6,1.0,0.1
64,0.29308600425720216,23.0,22.8,19.2,1.0,0.1
65,0.3181180953979492,25.0,23.8,19.2,1.0,0.1
66,0.3106386184692383,26.0,26.0,21.6,1.0,0.1
67,0.3102057933807373,25.0,24.8,19.4,1.0,0.1
68,0.31738920211791993,25.0,24.8,21.4,1.0,0.1
69,0.3261457920074463,26.0,24.8,20.0,1.0,0.1
70,0.3096301555633545,25.0,24.8,20.0,1.0,0.1
71,0.33026537895202634,26.0,25.0,21.0,1.0,0.1
72,0.3201163291931152,26.0,24.8,20.4,1.0,0.1
73,0.3430456638336182,27.0,26.4,21.2,1.0,0.1
74,0.3311445713043213,28.0,26.6,20.4,1.0,0.1
75,0.35056114196777344,27.0,26.8,21.6,1.0,0.1
76,0.3498432159423828,26.0,24.8,20.2,1.0,0.1
77,0.3372344493865967,26.0,26.0,20.8,1.0,0.1
78,0.3470776557922363,27.0,26.0,21.8,1.0,0.1
79,0.3489584445953369,27.0,26.0,22.2,1.0,0.1
80,0.3715872287750244,30.0,28.6,22.8,1.0,0.1
81,0.370662260055542,27.0,26.4,21.2,1.0,0.1
82,0.3500889778137207,28.0,27.2,23.0,1.0,0.1
83,0.3513314247131348,26.0,25.4,21.6,1.0,0.1
84,0.3755220413208008,29.0,27.6,22.0,1.0,0.1
85,0.3855257034301758,29.0,28.0,19.4,1.0,0.1
86,0.36550087928771974,26.0,25.4,21.0,1.0,0.1
87,0.39917573928833006,28.0,27.0,21.6,1.0,0.1
88,0.40031943321228025,29.0,28.0,21.2,1.0,0.1
89,0.3995948314666748,31.0,30.0,25.6,1.0,0.1
90,0.3957712173461914,28.0,26.8,22.0,1.0,0.1
91,0.3981029033660889,28.0,27.6,22.4,1.0,0.1
92,0.38512840270996096,29.0,27.2,22.2,1.0,0.1
93,0.3993265151977539,30.0,29.4,22.0,1.0,0.1
94,0.4021771907806396,29.0,27.0,22.4,1.0,0.1
95,0.4033809661865234,31.0,29.8,23.6,1.0,0.1
96,0.41884212493896483,28.0,27.8,23.2,1.0,0.1
97,0.41635928153991697,30.0,28.4,22.6,1.0,0.1
98,0.4291372299194336,29.0,28.6,23.2,1.0,0.1
99,0.4183960914611816,28.0,27.4,22.2,1.0,0.1
100,0.4495855808258057,29.0,28.4,23.2,1.0,0.1
101,0.4457863330841064,30.0,29.0,24.0,1.0,0.1
102,0.44757909774780275,31.0,29.4,25.4,1.0,0.1
103,0.4597738742828369,30.0,29.0,24.2,1.0,0.1
104,0.4363844394683838,29.0,28.2,23.4,1.0,0.1
105,0.42920756340026855,31.0,29.4,23.0,1.0,0.1
106,0.44320311546325686,30.0,29.4,24.2,1.0,0.1
107,0.45788021087646485,30.0,29.0,24.0,1.0,0.1
108,0.43651471138000486,30.0,28.6,23.6,1.0,0.1
109,0.46771416664123533,30.0,29.2,24.6,1.0,0.1
110,0.4852242946624756,32.0,30.8,24.8,1.0,0.1
111,0.4691792011260986,30.0,29.6,23.6,1.0,0.1
112,0.47267909049987794,30.0,28.6,23.0,1.0,0.1
113,0.4758697509765625,33.0,30.4,25.0,1.0,0.1
114,0.46598477363586427,31.0,29.4,24.6,1.0,0.1
115,0.4992672443389893,32.0,30.0,24.8,1.0,0.1
116,0.48474507331848143,31.0,30.2,25.4,1.0,0.1
117,0.5041174411773681,32.0,31.2,25.8,1.0,0.1
118,0.47413020133972167,33.0,31.4,24.6,1.0,0.1
119,0.4911539077758789,31.0,29.8,24.8,1.0,0.1
120,0.49622697830200196,32.0,30.2,24.8,1.0,0.1
121,0.5089288234710694,32.0,31.6,26.4,1.0,0.1
122,0.521296215057373,32.0,30.4,24.4,1.0,0.1
123,0.5216036319732666,33.0,30.6,26.4,1.0,0.1
124,0.4909924030303955,33.0,30.6,24.6,1.0,0.1
125,0.5388643264770507,33.0,32.6,26.6,1.0,0.1
126,0.5391109466552735,33.0,31.8,26.6,1.0,0.1
127,0.5433075428009033,34.0,31.2,25.6,1.0,0.1
128,0.5596471309661866,35.0,33.2,25.6,1.0,0.1
129,0.5586141586303711,33.0,31.6,24.6,1.0,0.1
130,0.5805413246154785,34.0,32.2,25.6,1.0,0.1
131,0.5724267959594727,32.0,31.6,25.0,1.0,0.1
132,0.5652002334594727,32.0,31.0,25.0,1.0,0.1
133,0.5970664501190186,35.0,33.6,26.4,1.0,0.1
134,0.5784966945648193,33.0,32.2,25.4,1.0,0.1
135,0.5757114887237549,32.0,31.2,24.6,1.0,0.1
136,0.5974354267120361,35.0,33.4,26.8,1.0,0.1
137,0.5821571826934815,34.0,32.8,24.8,1.0,0.1
138,0.6152025699615479,34.0,32.8,28.0,1.0,0.1
139,0.5960959911346435,34.0,31.8,25.0,1.0,0.1
140,0.6074559688568115,36.0,33.0,27.4,1.0,0.1
141,0.6189865112304688,33.0,31.4,26.0,1.0,0.1
142,0.638536024093628,36.0,34.0,26.8,1.0,0.1
143,0.6266282558441162,34.0,32.2,26.2,1.0,0.1
144,0.6162042140960693,34.0,32.4,25.4,1.0,0.1
145,0.597418212890625,35.0,32.6,27.0,1.0,0.1
146,0.6216459274291992,35.0,33.8,28.8,1.0,0.1
147,0.6268900394439697,35.0,33.2,25.2,1.0,0.1
148,0.6532405853271485,34.0,32.8,26.4,1.0,0.1
149,0.6544873714447021,35.0,32.8,26.6,1.0,0.1
150,0.6820774078369141,36.0,34.8,26.2,1.0,0.1
151,0.6726731300354004,36.0,34.0,24.8,1.0,0.1
152,0.6869702339172363,35.0,33.4,27.0,1.0,0.1
153,0.6849692821502685,35.0,34.0,27.6,1.0,0.1
154,0.6494328022003174,34.0,32.0,26.8,1.0,0.1
155,0.7181976795196533,35.0,34.2,26.2,1.0,0.1
156,0.6678512573242188,34.0,33.6,29.2,1.0,0.1
157,0.6667875289916992,38.0,34.4,27.0,1.0,0.1
158,0.6730915069580078,34.0,33.0,27.4,1.0,0.1
159,0.6829379081726075,34.0,32.4,26.2,1.0,0.1
160,0.7033709049224853,38.0,36.0,29.2,1.0,0.1
161,0.7489616394042968,38.0,35.6,28.4,1.0,0.1
162,0.7099335670471192,35.0,34.6,27.2,1.0,0.1
163,0.7323394298553467,36.0,34.0,28.2,1.0,0.1
164,0.7592393398284912,36.0,34.6,29.0,1.0,0.1
165,0.7262706279754638,37.0,34.4,28.4,1.0,0.1
166,0.738554048538208,35.0,33.6,29.0,1.0,0.1
167,0.7560304164886474,36.0,34.0,29.0,1.0,0.1
168,0.7124271869659424,35.0,32.6,27.8,1.0,0.1
169,0.7880988597869873,35.0,33.8,28.2,1.0,0.1
170,0.7668203353881836,38.0,35.6,28.2,1.0,0.1
171,0.7780749320983886,38.0,36.4,28.2,1.0,0.1
172,0.7996214866638184,37.0,34.6,28.2,1.0,0.1
173,0.7871514320373535,37.0,35.6,30.8,1.0,0.1
174,0.7791064262390137,36.0,34.4,28.6,1.0,0.1
175,0.7507336616516114,36.0,34.2,27.8,1.0,0.1
176,0.7761002063751221,36.0,34.4,28.4,1.0,0.1
177,0.7718284606933594,36.0,34.6,26.6,1.0,0.1
178,0.790972089767456,38.0,37.0,28.0,1.0,0.1
179,0.7982151985168457,35.0,34.0,29.8,1.0,0.1
180,0.7903471946716308,37.0,35.6,27.8,1.0,0.1
181,0.8301637172698975,39.0,36.2,27.2,1.0,0.1
182,0.7833653926849365,35.0,33.8,27.6,1.0,0.1
183,0.8508577346801758,39.0,36.4,30.4,1.0,0.1
184,0.83869309425354,36.0,34.4,28.2,1.0,0.1
185,0.8280614852905274,37.0,35.2,30.6,1.0,0.1
186,0.8085814952850342,37.0,35.0,29.0,1.0,0.1
187,0.8644413948059082,37.0,36.2,29.2,1.0,0.1
188,0.8353151798248291,36.0,33.8,27.6,1.0,0.1
189,0.8172365665435791,38.0,36.8,30.0,1.0,0.1
190,0.8489423751831054,35.0,34.0,28.6,1.0,0.1
191,0.8560895442962646,38.0,36.0,30.0,1.0,0.1
192,0.9039390563964844,39.0,36.6,30.0,1.0,0.1
193,0.8820952892303466,39.0,37.0,30.0,1.0,0.1
194,0.8263181209564209,37.0,36.0,30.0,1.0,0.1
195,0.8955423831939697,37.0,35.0,30.4,1.0,0.1
196,0.8704518795013427,36.0,34.4,28.4,1.0,0.1
197,0.8920779228210449,38.0,35.6,30.0,1.0,0.1
198,0.9002810001373291,39.0,36.6,30.2,1.0,0.1
199,0.9050835132598877,38.0,36.2,30.0,1.0,0.1
15,0.1506028175354004,4.0,4.0,2.6,1.0,0.7
16,0.15946221351623535,4.0,4.0,2.8,1.0,0.7
17,0.17114691734313964,4.0,4.0,3.0,1.0,0.7
18,0.17422866821289062,5.0,5.0,3.0,1.0,0.7
19,0.16285324096679688,4.0,4.0,2.8,1.0,0.7
20,0.17072820663452148,4.0,4.0,3.0,1.0,0.7
21,0.17457280158996583,5.0,5.0,3.6,1.0,0.7
22,0.17344818115234376,4.0,4.0,3.4,1.0,0.7
23,0.17668285369873046,4.0,4.0,3.0,1.0,0.7
24,0.1825312614440918,4.0,4.0,3.0,1.0,0.7
25,0.1884756088256836,4.0,4.0,3.0,1.0,0.7
26,0.1887601852416992,4.0,4.0,3.0,1.0,0.7
27,0.18870701789855956,4.0,4.0,3.6,1.0,0.7
28,0.18560752868652344,4.0,4.0,3.2,1.0,0.7
29,0.19496874809265136,4.0,4.0,3.0,1.0,0.7
30,0.21545076370239258,5.0,5.0,3.4,1.0,0.7
31,0.2117478370666504,5.0,5.0,2.8,1.0,0.7
32,0.21134042739868164,5.0,5.0,3.2,1.0,0.7
33,0.22766556739807128,5.0,5.0,3.0,1.0,0.7
34,0.22065796852111816,5.0,4.8,2.8,1.0,0.7
35,0.22998852729797364,5.0,5.0,3.6,1.0,0.7
36,0.22383484840393067,4.0,4.0,3.6,1.0,0.7
37,0.2465883731842041,5.0,5.0,3.4,1.0,0.7
38,0.2367481231689453,5.0,5.0,3.4,1.0,0.7
39,0.246541166305542,5.0,5.0,3.8,1.0,0.7
40,0.2650757312774658,6.0,6.0,3.6,1.0,0.7
41,0.2455684185028076,5.0,5.0,3.2,1.0,0.7
42,0.24500927925109864,4.0,4.0,3.4,1.0,0.7
43,0.2785369873046875,6.0,6.0,4.2,1.0,0.7
44,0.26245460510253904,5.0,5.0,3.4,1.0,0.7
45,0.2644871711730957,5.0,5.0,3.4,1.0,0.7
46,0.26500301361083983,5.0,5.0,3.8,1.0,0.7
47,0.26611480712890623,5.0,5.0,3.4,1.0,0.7
48,0.2826578140258789,5.0,5.0,3.6,1.0,0.7
49,0.28078393936157225,5.0,5.0,3.4,1.0,0.7
50,0.27042326927185056,5.0,5.0,3.6,1.0,0.7
51,0.2835428714752197,5.0,5.0,3.4,1.0,0.7
52,0.2992361068725586,6.0,6.0,3.4,1.0,0.7
53,0.32184453010559083,6.0,6.0,4.0,1.0,0.7
54,0.30864787101745605,6.0,6.0,3.6,1.0,0.7
55,0.30013275146484375,5.0,5.0,3.4,1.0,0.7
56,0.3059845447540283,5.0,5.0,3.4,1.0,0.7
57,0.31909976005554197,6.0,6.0,3.6,1.0,0.7
58,0.3299252510070801,5.0,5.0,4.0,1.0,0.7
59,0.30899996757507325,5.0,5.0,3.0,1.0,0.7
60,0.32175416946411134,6.0,5.4,3.6,1.0,0.7
61,0.3293635368347168,6.0,5.2,4.2,1.0,0.7
62,0.3271933555603027,6.0,5.2,3.4,1.0,0.7
63,0.32480220794677733,5.0,5.0,3.8,1.0,0.7
64,0.3582298755645752,6.0,6.0,3.8,1.0,0.7
65,0.34723286628723143,6.0,5.8,3.6,1.0,0.7
66,0.3697987079620361,6.0,5.8,4.0,1.0,0.7
67,0.3561830997467041,6.0,5.4,4.2,1.0,0.7
68,0.3926240921020508,6.0,6.0,4.6,1.0,0.7
69,0.3537432193756104,5.0,5.0,4.0,1.0,0.7
70,0.372851037979126,5.0,5.0,3.8,1.0,0.7
71,0.36618456840515134,6.0,5.2,4.6,1.0,0.7
72,0.38387837409973147,6.0,5.6,3.2,1.0,0.7
73,0.40440964698791504,6.0,5.8,4.0,1.0,0.7
74,0.3998973846435547,6.0,5.2,3.8,1.0,0.7
75,0.3829054355621338,6.0,5.6,4.4,1.0,0.7
76,0.4009110450744629,6.0,5.6,4.0,1.0,0.7
77,0.39549407958984373,6.0,5.4,4.0,1.0,0.7
78,0.3811202049255371,6.0,5.4,4.2,1.0,0.7
79,0.4184559345245361,6.0,5.8,4.0,1.0,0.7
80,0.4155272483825684,6.0,5.8,4.2,1.0,0.7
81,0.4150253772735596,6.0,5.6,4.6,1.0,0.7
82,0.4021949768066406,6.0,5.6,3.8,1.0,0.7
83,0.44623050689697263,6.0,6.0,3.6,1.0,0.7
84,0.4286550998687744,6.0,6.0,4.4,1.0,0.7
85,0.4364154815673828,6.0,5.6,4.2,1.0,0.7
86,0.4271684169769287,6.0,5.6,4.0,1.0,0.7
87,0.4164278030395508,6.0,5.6,4.6,1.0,0.7
88,0.4404295921325684,6.0,6.0,4.2,1.0,0.7
89,0.44109015464782714,6.0,6.0,4.4,1.0,0.7
90,0.46843771934509276,6.0,5.8,5.0,1.0,0.7
91,0.46465396881103516,7.0,6.6,4.2,1.0,0.7
92,0.4807283878326416,7.0,6.2,4.6,1.0,0.7
93,0.45937461853027345,6.0,5.8,4.6,1.0,0.7
94,0.48007922172546386,6.0,5.4,4.6,1.0,0.7
95,0.48994879722595214,6.0,5.8,4.6,1.0,0.7
96,0.4750800132751465,6.0,6.0,4.0,1.0,0.7
97,0.49733834266662597,6.0,6.0,4.4,1.0,0.7
98,0.5009339332580567,7.0,6.6,4.4,1.0,0.7
99,0.5222095489501953,6.0,5.6,4.0,1.0,0.7
100,0.5260414600372314,6.0,5.8,4.2,1.0,0.7
101,0.5172796249389648,6.0,5.8,4.2,1.0,0.7
102,0.5273056983947754,7.0,6.0,4.6,1.0,0.7
103,0.5410367488861084,6.0,6.0,4.6,1.0,0.7
104,0.5219764709472656,6.0,6.0,4.8,1.0,0.7
105,0.5378344535827637,6.0,5.8,4.6,1.0,0.7
106,0.5236940383911133,6.0,5.4,4.2,1.0,0.7
107,0.5069228172302246,7.0,6.2,4.2,1.0,0.7
108,0.5460700988769531,7.0,6.4,4.6,1.0,0.7
109,0.5457498073577881,6.0,6.0,4.6,1.0,0.7
110,0.5536572933197021,6.0,6.0,4.6,1.0,0.7
111,0.563361644744873,6.0,5.8,3.8,1.0,0.7
112,0.5728169918060303,6.0,6.0,3.8,1.0,0.7
113,0.575868034362793,7.0,6.0,4.0,1.0,0.7
114,0.55931077003479,7.0,6.2,5.0,1.0,0.7
115,0.5722945690155029,6.0,5.8,4.4,1.0,0.7
116,0.5788920402526856,6.0,5.8,4.2,1.0,0.7
117,0.5982469081878662,6.0,6.0,4.2,1.0,0.7
118,0.5784874439239502,7.0,6.2,4.4,1.0,0.7
119,0.547140645980835,6.0,5.4,4.2,1.0,0.7
120,0.6473845958709716,6.0,6.0,4.2,1.0,0.7
121,0.603208351135254,6.0,6.0,4.8,1.0,0.7
122,0.6246386051177979,6.0,6.0,4.4,1.0,0.7
123,0.6241628646850585,6.0,5.6,4.4,1.0,0.7
124,0.6595175743103028,6.0,5.6,4.2,1.0,0.7
125,0.6324236869812012,6.0,6.0,4.2,1.0,0.7
126,0.6263453960418701,6.0,5.4,4.8,1.0,0.7
127,0.6369763851165772,6.0,5.6,4.8,1.0,0.7
128,0.6800514221191406,7.0,6.4,4.6,1.0,0.7
129,0.6661808013916015,6.0,5.8,4.4,1.0,0.7
130,0.6763917922973632,7.0,6.4,4.8,1.0,0.7
131,0.66742844581604,6.0,6.0,4.4,1.0,0.7
132,0.7322003841400146,6.0,6.0,5.2,1.0,0.7
133,0.6996656894683838,6.0,5.6,4.2,1.0,0.7
134,0.6932222366333007,7.0,6.2,4.8,1.0,0.7
135,0.6714141845703125,6.0,5.6,4.8,1.0,0.7
136,0.7021102428436279,6.0,5.6,4.0,1.0,0.7
137,0.7074553489685058,6.0,5.8,5.0,1.0,0.7
138,0.7608112335205078,6.0,6.0,4.4,1.0,0.7
139,0.7525718688964844,7.0,6.4,4.4,1.0,0.7
140,0.7177366733551025,6.0,5.8,4.6,1.0,0.7
141,0.7719343662261963,6.0,6.0,4.8,1.0,0.7
142,0.779207992553711,7.0,6.0,4.8,1.0,0.7
143,0.7527409076690674,7.0,6.2,4.4,1.0,0.7
144,0.6819344997406006,6.0,5.4,4.2,1.0,0.7
145,0.6787253856658936,6.0,5.6,4.4,1.0,0.7
146,0.7767482280731202,7.0,6.2,5.0,1.0,0.7
147,0.7625660419464111,7.0,6.4,4.2,1.0,0.7
148,0.7955343723297119,6.0,6.0,4.2,1.0,0.7
149,0.7730937957763672,6.0,6.0,4.2,1.0,0.7
150,0.7723606109619141,6.0,6.0,5.2,1.0,0.7
151,0.7567006111145019,6.0,6.0,4.4,1.0,0.7
152,0.767148208618164,6.0,5.8,4.6,1.0,0.7
153,0.8080453395843505,6.0,6.0,5.0,1.0,0.7
154,0.7416245460510253,7.0,6.2,5.0,1.0,0.7
155,0.7533215999603271,6.0,5.8,5.4,1.0,0.7
156,0.8072522163391114,6.0,5.8,4.6,1.0,0.7
157,0.7971717357635498,6.0,6.0,4.4,1.0,0.7
158,0.838215970993042,6.0,6.0,4.8,1.0,0.7
159,0.8045422554016113,6.0,6.0,4.2,1.0,0.7
160,0.8477510929107666,6.0,6.0,5.2,1.0,0.7
161,0.8145597457885743,7.0,6.2,5.0,1.0,0.7
162,0.7806886196136474,6.0,6.0,5.0,1.0,0.7
163,0.8218741893768311,6.0,6.0,4.8,1.0,0.7
164,0.9007463932037354,7.0,6.0,4.6,1.0,0.7
165,0.8424909591674805,6.0,6.0,4.6,1.0,0.7
166,0.848329496383667,6.0,6.0,4.6,1.0,0.7
167,0.9666522979736328,7.0,6.2,4.8,1.0,0.7
168,0.834618091583252,6.0,5.8,4.6,1.0,0.7
169,0.8399974346160889,7.0,6.2,5.0,1.0,0.7
170,0.8914342403411866,6.0,6.0,4.8,1.0,0.7
171,0.8902791023254395,6.0,6.0,4.8,1.0,0.7
172,0.9354428768157959,7.0,6.2,4.8,1.0,0.7
173,0.9001611232757568,7.0,6.4,5.2,1.0,0.7
174,0.8995264053344727,6.0,6.0,4.8,1.0,0.7
175,0.8638172149658203,6.0,5.6,4.6,1.0,0.7
176,0.8131738185882569,6.0,5.8,5.4,1.0,0.7
177,0.8656220436096191,7.0,6.2,5.0,1.0,0.7
178,0.8479275226593017,7.0,6.4,4.6,1.0,0.7
179,0.8625543594360352,6.0,6.0,4.8,1.0,0.7
180,0.9127228260040283,6.0,6.0,4.2,1.0,0.7
181,0.876276159286499,6.0,6.0,5.0,1.0,0.7
182,0.9463048934936523,6.0,6.0,4.0,1.0,0.7
183,1.0467910289764404,7.0,6.6,4.2,1.0,0.7
184,0.8687938213348388,7.0,6.0,4.2,1.0,0.7
185,1.0229341983795166,7.0,6.0,4.6,1.0,0.7
186,0.9816461086273194,6.0,5.8,4.8,1.0,0.7
187,1.091682004928589,7.0,6.6,4.4,1.0,0.7
188,0.937990140914917,6.0,5.8,4.4,1.0,0.7
189,0.9806186199188233,7.0,6.2,4.8,1.0,0.7
190,0.977327537536621,7.0,6.2,5.0,1.0,0.7
191,0.94210844039917,6.0,6.0,4.8,1.0,0.7
192,0.9702211856842041,6.0,6.0,4.8,1.0,0.7
193,0.9654629230499268,6.0,6.0,4.8,1.0,0.7
194,1.0110272407531737,7.0,6.2,4.2,1.0,0.7
195,0.9829585552215576,6.0,6.0,4.6,1.0,0.7
196,1.0392261028289795,7.0,6.0,4.6,1.0,0.7
197,0.9598202228546142,6.0,6.0,4.4,1.0,0.7
198,1.0743824005126954,6.0,5.8,5.0,1.0,0.7
199,1.060502529144287,7.0,6.2,4.8,1.0,0.7
